,householdID,est_inc_USD,est_netw_USD,hhold_field,hhold_oldest,hhold_pax,hhold_youngest,homeState,hhold_car,stream_subs,primary
6382,6383,20290.0,288269.0,Govt,45,2,16,Maine,SUV,1,entertain
6383,6384,106359.0,512745.0,Services,52,9,23,Connecticut,Compact/Hybrid,3,entertain
6384,6385,116273.0,563160.0,Education,42,6,13,Maine,LuxurySedan,5,entertain
6385,6386,94743.0,443027.0,Finance,37,4,14,Vermont,SUV,5,entertain
6386,6387,31689.0,412521.0,Govt,43,3,16,Maine,LuxurySedan,4,entertain
6387,6388,89852.0,434137.0,Finance,44,6,15,Quebec,SUV,6,entertain
6388,6389,49350.0,366466.0,Govt,45,5,19,Quebec,LuxurySedan,5,consume
6389,6390,62343.0,399138.0,Education,42,8,18,New Hampshire,SUV,0,entertain
6390,6391,71671.0,446314.0,Services,49,3,21,Massachusetts,Pickup,4,entertain
6391,6392,99462.0,477998.0,Tech,49,6,12,Maine,SUV,6,entertain
6392,6393,100002.0,534611.0,Services,43,4,10,Quebec,LuxurySedan,6,entertain
6393,6394,93538.0,532867.0,Govt,57,3,17,New Hampshire,SUV,4,consume
6394,6395,113063.0,441468.0,Tech,37,8,9,Maine,Sedan,4,entertain
6395,6396,139617.0,512568.0,Finance,46,6,10,Maine,Sedan,4,consume
6396,6397,120952.0,520525.0,Govt,38,5,12,Rhode Island,SUV,4,consume
6397,6398,109853.0,550608.0,Govt,47,4,15,Maine,SUV,3,consume
6398,6399,138561.0,512490.0,Finance,44,6,12,Vermont,LuxurySedan,7,consume
6399,6400,65382.0,384150.0,Govt,38,6,10,New Hampshire,LuxurySedan,4,entertain
6400,6401,77355.0,414470.0,Govt,53,6,16,Maine,SUV,2,consume
6401,6402,120151.0,584105.0,Education,42,4,16,Maine,SUV,7,entertain
6402,6403,79450.0,443815.0,Services,38,4,11,Maine,LuxurySedan,2,entertain
6403,6404,58467.0,406906.0,Govt,47,3,11,Vermont,LuxurySedan,6,consume
6404,6405,90282.0,412357.0,Services,52,5,16,Maine,Sedan,5,consume
6405,6406,84321.0,476487.0,Services,43,2,13,Maine,LuxurySedan,6,entertain
6406,6407,70270.0,531358.0,Govt,38,3,15,New Hampshire,SUV,2,consume
6407,6408,68164.0,532435.0,Govt,48,5,8,Massachusetts,LuxurySedan,2,consume
6408,6409,150060.0,627299.0,Finance,41,4,15,Maine,SUV,4,entertain
6409,6410,85286.0,479305.0,Tech,42,4,11,Maine,LuxurySedan,5,entertain
6410,6411,101707.0,518463.0,Services,40,3,15,Maine,Sedan,6,entertain
6411,6412,72546.0,497051.0,Services,40,5,14,New Hampshire,Sedan,2,consume
6412,6413,83764.0,501560.0,Services,45,7,14,Ontario,SUV,6,entertain
6413,6414,118056.0,476886.0,Finance,40,3,13,Maine,LuxurySedan,2,entertain
6414,6415,160139.0,603273.0,Tech,41,5,16,Connecticut,LuxurySedan,4,consume
6415,6416,104396.0,402197.0,Finance,46,6,4,Maine,SUV,3,entertain
6416,6417,126712.0,386426.0,Tech,46,2,15,Maine,SUV,5,consume
6417,6418,87580.0,576463.0,Services,50,7,13,Maine,Sedan,3,entertain
6418,6419,60424.0,400325.0,Services,50,1,50,Maine,SUV,1,entertain
6419,6420,94856.0,508345.0,Education,50,4,12,Maine,Compact/Hybrid,3,entertain
6420,6421,96761.0,573466.0,Govt,54,8,11,New Hampshire,Compact/Hybrid,6,consume
6421,6422,141566.0,547796.0,Finance,48,6,11,New Hampshire,SUV,6,consume
6422,6423,118848.0,474114.0,Tech,42,2,17,Maine,SUV,3,entertain
6423,6424,86224.0,534763.0,Services,47,5,12,Maine,Pickup,4,entertain
6424,6425,89106.0,443698.0,Finance,49,4,4,Maine,Sedan,4,entertain
6425,6426,56188.0,443598.0,Education,46,3,13,Vermont,Sedan,6,entertain
6426,6427,98103.0,588285.0,Services,47,4,13,New Hampshire,,4,entertain
6427,6428,79521.0,489276.0,Govt,43,3,15,Rhode Island,SUV,4,entertain
6428,6429,90731.0,376287.0,Govt,51,2,15,Quebec,SUV,5,consume
6429,6430,128877.0,476416.0,Finance,40,5,16,Maine,SUV,7,entertain
6430,6431,89582.0,424958.0,Education,36,1,36,Maine,SUV,4,entertain
6431,6432,20487.0,351196.0,Finance,49,6,10,Maine,LuxurySedan,4,entertain
6432,6433,86259.0,537283.0,Govt,46,3,13,Maine,Sedan,5,consume
6433,6434,122003.0,472528.0,Education,44,3,12,Maine,SUV,4,entertain
6434,6435,93868.0,450411.0,Tech,40,5,6,Connecticut,LuxurySedan,6,entertain
6435,6436,82932.0,549991.0,Services,41,1,41,Maine,SUV,3,entertain
6436,6437,47412.0,399569.0,Govt,44,5,10,Connecticut,Pickup,5,consume
6437,6438,87453.0,495577.0,Other,45,4,12,Quebec,LuxurySedan,5,entertain
6438,6439,117238.0,528914.0,Education,51,6,15,Maine,Pickup,5,entertain
6439,6440,101642.0,462066.0,Finance,42,4,8,Maine,Pickup,3,consume
6440,6441,71207.0,374880.0,Tech,47,4,10,Maine,LuxurySedan,4,entertain
6441,6442,58900.0,405820.0,Govt,39,5,16,Ontario,SUV,4,entertain
6442,6443,100556.0,468931.0,Manufacturing,47,4,14,Maine,Pickup,2,entertain
6443,6444,70088.0,372768.0,Education,48,3,21,New Hampshire,SUV,7,consume
6444,6445,105847.0,391199.0,Finance,45,3,9,Maine,LuxurySedan,4,consume
6445,6446,104528.0,434365.0,Finance,44,5,15,New York,LuxurySedan,4,entertain
6446,6447,96860.0,483788.0,Govt,45,5,15,Maine,Sedan,3,consume
6447,6448,89964.0,412796.0,Manufacturing,40,5,18,Maine,LuxurySedan,4,consume
6448,6449,80057.0,420715.0,Govt,45,6,15,Maine,Sedan,2,consume
6449,6450,87969.0,508923.0,Govt,47,5,17,Massachusetts,LuxurySedan,0,entertain
6450,6451,150034.0,524953.0,Finance,43,4,15,Massachusetts,SUV,5,consume
6451,6452,90446.0,457379.0,Other,41,6,12,Massachusetts,SUV,3,entertain
6452,6453,83405.0,365916.0,Govt,48,4,12,Vermont,SUV,5,consume
6453,6454,62409.0,429119.0,Services,54,5,15,Maine,SUV,5,entertain
6454,6455,82317.0,596787.0,Govt,52,2,13,Maine,LuxurySedan,6,consume
6455,6456,109793.0,507816.0,Education,41,6,13,Maine,Sedan,3,consume
6456,6457,102881.0,571959.0,Govt,50,4,14,New Hampshire,Sedan,2,consume
6457,6458,119469.0,523951.0,Finance,40,5,16,Rhode Island,Pickup,4,consume
6458,6459,68296.0,423383.0,Govt,49,3,7,Maine,Compact/Hybrid,5,consume
6459,6460,106488.0,502394.0,Education,41,5,10,Maine,LuxurySedan,5,entertain
6460,6461,66112.0,476996.0,Education,48,2,13,Maine,LuxurySedan,4,entertain
6461,6462,94174.0,346752.0,Tech,43,3,14,Maine,Compact/Hybrid,9,consume
6462,6463,109751.0,537380.0,Govt,50,8,14,Maine,SUV,5,entertain
6463,6464,96301.0,454679.0,Services,52,3,15,New Hampshire,SUV,3,consume
6464,6465,151599.0,553123.0,Other,42,2,15,New York,LuxurySedan,8,consume
6465,6466,112883.0,562801.0,Finance,51,5,10,Vermont,SUV,6,entertain
6466,6467,73388.0,448591.0,Govt,44,6,9,Can_Other,Sedan,6,consume
6467,6468,100429.0,499692.0,Tech,48,6,9,Rhode Island,LuxurySedan,1,entertain
6468,6469,86168.0,410083.0,Other,41,3,12,Maine,SUV,4,consume
6469,6470,82139.0,442694.0,Services,45,3,15,Maine,,3,consume
6470,6471,120538.0,496475.0,Finance,39,5,21,Maine,LuxurySedan,0,consume
6471,6472,96201.0,527366.0,Education,49,6,14,New York,LuxurySedan,4,consume
6472,6473,107306.0,472198.0,Finance,39,3,10,Ontario,SUV,5,consume
6473,6474,114590.0,527892.0,Finance,42,8,15,Maine,LuxurySedan,5,consume
6474,6475,90697.0,469397.0,Education,46,6,13,Maine,Sedan,5,entertain
6475,6476,107473.0,464859.0,Services,52,2,23,Vermont,SUV,0,consume
6476,6477,106774.0,430327.0,Tech,48,5,7,Massachusetts,LuxurySedan,6,entertain
6477,6478,54584.0,477582.0,Govt,37,7,11,Maine,,7,entertain
6478,6479,102867.0,522967.0,Services,43,2,15,Ontario,SUV,2,entertain
6479,6480,146299.0,487036.0,Tech,44,7,9,Ontario,LuxurySedan,3,consume
6480,6481,126897.0,443476.0,Finance,41,6,14,US_Other,SUV,9,entertain
6481,6482,101620.0,459495.0,Tech,45,7,11,Ontario,SUV,4,consume
6482,6483,110204.0,446242.0,Finance,45,3,4,US_Other,SUV,5,consume
6483,6484,96025.0,420110.0,Finance,46,3,12,Quebec,Sedan,2,entertain
6484,6485,77866.0,546324.0,Education,39,6,17,Quebec,SUV,7,entertain
6485,6486,56283.0,379168.0,Education,43,1,43,Maine,Sedan,5,entertain
6486,6487,86763.0,465963.0,Govt,51,1,51,Vermont,Sedan,7,consume
6487,6488,135052.0,593084.0,Finance,51,3,13,Ontario,,3,consume
6488,6489,94932.0,397915.0,Finance,42,5,19,New York,SUV,7,consume
6489,6490,124898.0,492053.0,Finance,46,5,15,New York,SUV,3,entertain
6490,6491,86859.0,426254.0,Education,50,7,20,Ontario,Sedan,5,consume
6491,6492,157004.0,509575.0,Finance,47,5,8,Maine,,1,consume
6492,6493,53007.0,364207.0,Services,44,1,44,Maine,SUV,4,entertain
6493,6494,118489.0,456269.0,Finance,54,5,18,New Hampshire,Pickup,4,consume
6494,6495,33818.0,403627.0,Govt,44,3,14,New Hampshire,SUV,5,consume
6495,6496,80954.0,434856.0,Govt,50,1,50,Vermont,SUV,7,consume
6496,6497,121561.0,499846.0,Tech,45,3,12,Maine,Sedan,2,entertain
6497,6498,129592.0,576761.0,Services,51,3,12,Massachusetts,Compact/Hybrid,5,entertain
6498,6499,90245.0,481230.0,Govt,36,6,18,Vermont,Compact/Hybrid,7,entertain
6499,6500,132999.0,523945.0,Other,45,3,12,Quebec,SUV,3,entertain
6500,6501,122897.0,472507.0,Finance,44,7,3,Maine,Sedan,7,consume
6501,6502,125077.0,437846.0,Finance,49,6,16,Rhode Island,SUV,6,consume
6502,6503,155882.0,597886.0,Finance,45,6,15,Maine,LuxurySedan,7,consume
6503,6504,106926.0,431629.0,Tech,43,3,14,Maine,Sedan,6,consume
6504,6505,62697.0,336192.0,Other,44,6,11,Quebec,LuxurySedan,3,entertain
6505,6506,98039.0,548353.0,Education,52,3,13,Ontario,SUV,3,consume
6506,6507,95337.0,480366.0,Finance,45,4,5,US_Other,Sedan,5,entertain
6507,6508,123693.0,431701.0,Tech,49,4,14,Maine,SUV,1,entertain
6508,6509,131867.0,510630.0,Tech,53,4,11,Maine,SUV,6,entertain
6509,6510,73458.0,464327.0,Services,46,5,14,US_Other,Sedan,4,entertain
6510,6511,140273.0,503160.0,Finance,48,4,17,Ontario,LuxurySedan,2,entertain
6511,6512,49530.0,376040.0,Govt,53,5,13,Vermont,LuxurySedan,1,consume
6512,6513,112788.0,547732.0,Manufacturing,45,1,45,Ontario,SUV,3,consume
6513,6514,143571.0,524113.0,Tech,42,5,14,New Hampshire,Sedan,3,entertain
6514,6515,92771.0,411617.0,Govt,47,2,8,US_Other,SUV,6,consume
6515,6516,134334.0,596642.0,Tech,46,7,12,Rhode Island,SUV,7,entertain
6516,6517,164738.0,570127.0,Finance,50,4,15,New Hampshire,Pickup,4,entertain
6517,6518,95491.0,449817.0,Govt,45,8,14,Maine,SUV,7,consume
6518,6519,86510.0,322373.0,Finance,53,3,17,Vermont,SUV,5,entertain
6519,6520,98842.0,465237.0,Education,35,3,18,Maine,SUV,2,entertain
6520,6521,115613.0,531239.0,Finance,49,3,13,New York,LuxurySedan,6,entertain
6521,6522,98608.0,397829.0,Services,45,3,16,Ontario,Sedan,5,consume
6522,6523,138870.0,542894.0,Education,42,1,42,Maine,LuxurySedan,4,entertain
6523,6524,64097.0,436288.0,Govt,43,5,13,New York,,5,consume
6524,6525,148447.0,541330.0,Finance,45,4,17,Maine,SUV,4,consume
6525,6526,143929.0,603065.0,Tech,47,7,9,Maine,SUV,3,entertain
6526,6527,85396.0,426926.0,Tech,44,4,14,Maine,SUV,6,consume
6527,6528,144528.0,498653.0,Tech,36,4,15,Vermont,LuxurySedan,2,consume
6528,6529,109345.0,351979.0,Finance,44,7,9,New Hampshire,SUV,4,entertain
6529,6530,53369.0,406985.0,Govt,46,5,14,Maine,SUV,8,entertain
6530,6531,99894.0,431906.0,Services,51,1,51,New York,LuxurySedan,5,entertain
6531,6532,77463.0,468671.0,Govt,45,3,15,Maine,SUV,6,consume
6532,6533,88778.0,436747.0,Services,45,4,13,Connecticut,SUV,0,entertain
6533,6534,52371.0,380598.0,Govt,36,7,12,Maine,LuxurySedan,3,entertain
6534,6535,95095.0,449951.0,Services,47,4,11,Ontario,SUV,6,entertain
6535,6536,88747.0,458476.0,Services,49,1,49,Vermont,Pickup,4,entertain
6536,6537,124250.0,593040.0,Other,45,6,9,Vermont,LuxurySedan,3,entertain
6537,6538,139965.0,566577.0,Finance,53,5,16,Maine,LuxurySedan,4,consume
6538,6539,65344.0,557654.0,Govt,51,1,51,New York,LuxurySedan,5,consume
6539,6540,73753.0,327787.0,Education,53,3,13,Quebec,,6,entertain
6540,6541,104021.0,504496.0,Finance,45,6,13,Maine,SUV,3,entertain
6541,6542,88351.0,468628.0,Govt,42,3,19,Maine,SUV,3,consume
6542,6543,87151.0,478072.0,Tech,48,7,20,Can_Other,Pickup,4,entertain
6543,6544,111270.0,537882.0,Services,48,4,13,Maine,SUV,2,entertain
6544,6545,98064.0,463180.0,Education,46,7,14,Massachusetts,Sedan,4,consume
6545,6546,92907.0,487103.0,Tech,42,6,7,Quebec,Sedan,4,entertain
6546,6547,112988.0,514814.0,Tech,42,3,11,Maine,LuxurySedan,1,consume
6547,6548,113932.0,471513.0,Finance,41,5,15,Maine,SUV,5,entertain
6548,6549,91236.0,489225.0,Services,49,3,12,New York,SUV,4,entertain
6549,6550,107607.0,494824.0,Govt,45,2,8,Maine,SUV,2,entertain
6550,6551,109830.0,489241.0,Govt,45,7,16,Maine,SUV,6,consume
6551,6552,93843.0,353323.0,Tech,42,8,11,New Hampshire,LuxurySedan,4,entertain
6552,6553,69597.0,463996.0,Govt,43,2,17,New Hampshire,SUV,5,entertain
6553,6554,47921.0,426028.0,Govt,48,3,10,US_Other,SUV,3,consume
6554,6555,95570.0,389945.0,Finance,50,6,14,Ontario,LuxurySedan,2,consume
6555,6556,98814.0,526625.0,Govt,37,3,18,New Hampshire,Sedan,3,consume
6556,6557,113580.0,460297.0,Finance,44,6,15,Maine,SUV,6,consume
6557,6558,96608.0,407044.0,Govt,54,3,13,Maine,,3,entertain
6558,6559,98810.0,461005.0,Finance,39,5,19,Maine,Sedan,3,consume
6559,6560,110757.0,478786.0,Tech,47,1,47,Vermont,Pickup,3,entertain
6560,6561,43862.0,381429.0,Govt,55,2,14,Maine,SUV,2,entertain
6561,6562,101798.0,456405.0,Education,39,2,16,Ontario,Compact/Hybrid,4,entertain
6562,6563,85303.0,418356.0,Manufacturing,51,1,51,Maine,SUV,4,consume
6563,6564,20888.0,335888.0,Govt,43,1,43,New Hampshire,SUV,3,consume
6564,6565,39493.0,354568.0,Services,42,3,19,Quebec,Sedan,4,entertain
6565,6566,86377.0,419372.0,Tech,40,7,16,Massachusetts,Pickup,3,consume
6566,6567,71011.0,548610.0,Govt,47,4,7,Ontario,LuxurySedan,2,consume
6567,6568,103644.0,406063.0,Finance,45,5,11,Maine,LuxurySedan,3,consume
6568,6569,116993.0,422290.0,Finance,42,5,12,Vermont,SUV,0,entertain
6569,6570,92107.0,499745.0,Education,42,4,18,Maine,LuxurySedan,4,entertain
6570,6571,87439.0,445137.0,Govt,45,6,14,Can_Other,Pickup,3,consume
6571,6572,34831.0,363075.0,Govt,53,3,15,New Hampshire,LuxurySedan,5,entertain
6572,6573,125607.0,464212.0,Education,44,7,10,Connecticut,LuxurySedan,4,entertain
6573,6574,76437.0,517739.0,Education,44,2,15,Maine,SUV,5,entertain
6574,6575,98360.0,470162.0,Tech,42,6,12,Maine,Sedan,2,entertain
6575,6576,101744.0,585104.0,Tech,46,6,5,Rhode Island,LuxurySedan,5,entertain
6576,6577,103121.0,474425.0,Tech,46,4,10,New Hampshire,SUV,6,entertain
6577,6578,109246.0,504307.0,Govt,43,4,11,Ontario,SUV,5,consume
6578,6579,74988.0,460969.0,Govt,48,5,16,Maine,SUV,5,consume
6579,6580,74246.0,385677.0,Education,48,3,23,Maine,SUV,2,entertain
6580,6581,79070.0,417811.0,Services,40,3,13,US_Other,Sedan,3,entertain
6581,6582,96177.0,511223.0,Govt,43,2,18,Vermont,SUV,6,entertain
6582,6583,141729.0,524285.0,Finance,46,1,46,New York,LuxurySedan,5,entertain
6583,6584,66481.0,419989.0,Education,47,5,13,Maine,Sedan,3,entertain
6584,6585,89352.0,391611.0,Tech,45,4,16,Ontario,SUV,4,consume
6585,6586,102703.0,558229.0,Services,41,6,13,Maine,Pickup,4,entertain
6586,6587,85720.0,567636.0,Govt,53,1,53,New Hampshire,LuxurySedan,3,consume
6587,6588,123539.0,457601.0,Finance,52,6,19,Maine,LuxurySedan,4,consume
6588,6589,128245.0,504886.0,Tech,49,5,12,Maine,Sedan,4,entertain
6589,6590,96151.0,478105.0,Services,44,6,18,Quebec,LuxurySedan,5,consume
6590,6591,110328.0,319915.0,Tech,39,2,10,Maine,Compact/Hybrid,4,consume
6591,6592,128266.0,545590.0,Finance,48,3,7,Maine,SUV,3,entertain
6592,6593,69601.0,361902.0,Education,42,5,15,New Hampshire,Pickup,4,entertain
6593,6594,120143.0,498889.0,Finance,50,5,15,Maine,,2,consume
6594,6595,79285.0,450574.0,Services,45,1,45,Maine,LuxurySedan,5,consume
6595,6596,146763.0,541591.0,Finance,51,7,18,Maine,LuxurySedan,5,entertain
6596,6597,40738.0,373403.0,Services,43,5,13,Maine,LuxurySedan,3,entertain
6597,6598,116618.0,344720.0,Finance,41,4,12,Maine,SUV,6,entertain
6598,6599,71081.0,417906.0,Education,45,6,19,New Hampshire,,2,entertain
6599,6600,93124.0,411131.0,Finance,52,6,16,Maine,Sedan,5,consume
6600,6601,143388.0,551059.0,Tech,46,4,4,Maine,Sedan,4,consume
6601,6602,138522.0,516253.0,Tech,51,4,9,New York,Compact/Hybrid,2,consume
6602,6603,84553.0,467660.0,Tech,36,8,12,Vermont,Sedan,4,entertain
6603,6604,114624.0,479245.0,Finance,42,3,16,New Hampshire,SUV,4,entertain
6604,6605,112871.0,481621.0,Tech,45,4,13,Maine,LuxurySedan,4,consume
6605,6606,85873.0,405412.0,Services,42,5,12,Vermont,LuxurySedan,5,consume
6606,6607,193571.0,535659.0,Tech,41,3,16,Connecticut,SUV,7,consume
6607,6608,132379.0,466691.0,Finance,43,6,12,Vermont,SUV,2,consume
6608,6609,91682.0,381708.0,Tech,41,6,7,Maine,SUV,4,entertain
6609,6610,107790.0,380565.0,Tech,32,3,15,New Hampshire,Sedan,0,consume
6610,6611,80206.0,405816.0,Govt,47,5,8,New Hampshire,Sedan,3,consume
6611,6612,43193.0,379842.0,Services,51,2,14,Connecticut,Pickup,4,consume
6612,6613,66351.0,376561.0,Education,44,3,20,Quebec,LuxurySedan,4,entertain
6613,6614,119037.0,506752.0,Services,47,5,12,Maine,SUV,5,consume
6614,6615,146856.0,589545.0,Tech,49,6,14,Maine,LuxurySedan,4,consume
6615,6616,54027.0,321238.0,Govt,39,4,17,US_Other,LuxurySedan,4,consume
6616,6617,110511.0,507351.0,Finance,49,2,10,Maine,Sedan,6,consume
6617,6618,154684.0,528508.0,Tech,47,1,47,Rhode Island,LuxurySedan,5,consume
6618,6619,83052.0,360413.0,Finance,46,8,12,New Hampshire,Sedan,2,entertain
6619,6620,133715.0,608255.0,Tech,49,7,14,Maine,Sedan,5,entertain
6620,6621,74385.0,489003.0,Govt,41,4,17,Rhode Island,Pickup,4,entertain
6621,6622,88716.0,504068.0,Govt,39,4,17,New Hampshire,SUV,5,entertain
6622,6623,82210.0,466504.0,Education,49,6,12,Maine,Pickup,3,entertain
6623,6624,75868.0,506728.0,Govt,50,4,15,US_Other,LuxurySedan,6,entertain
6624,6625,47359.0,380011.0,Services,40,6,19,Ontario,LuxurySedan,6,entertain
6625,6626,98251.0,398955.0,Education,36,5,12,Rhode Island,SUV,4,consume
6626,6627,72323.0,404959.0,Finance,41,5,6,Massachusetts,SUV,4,entertain
6627,6628,109592.0,506052.0,Govt,45,3,10,Vermont,Sedan,2,entertain
6628,6629,111904.0,650163.0,Govt,43,5,15,Vermont,Sedan,5,consume
6629,6630,119547.0,429832.0,Services,51,3,15,Connecticut,SUV,1,consume
6630,6631,88042.0,563887.0,Services,43,5,14,Rhode Island,Compact/Hybrid,6,entertain
6631,6632,135185.0,500689.0,Finance,45,1,45,Ontario,SUV,5,consume
6632,6633,131557.0,581676.0,Services,52,4,17,New Hampshire,Sedan,2,entertain
6633,6634,127080.0,556937.0,Finance,47,4,14,US_Other,LuxurySedan,3,consume
6634,6635,99909.0,438125.0,Tech,49,7,12,Massachusetts,Sedan,6,entertain
6635,6636,67830.0,451385.0,Govt,45,4,16,Maine,SUV,4,entertain
6636,6637,97660.0,486166.0,Finance,40,7,11,New York,Sedan,7,entertain
6637,6638,73405.0,541882.0,Govt,43,3,7,Maine,SUV,4,entertain
6638,6639,82531.0,509803.0,Education,49,3,24,New Hampshire,SUV,1,entertain
6639,6640,106313.0,475668.0,Education,48,7,15,New Hampshire,Compact/Hybrid,6,consume
6640,6641,56798.0,305892.0,Govt,42,4,13,New Hampshire,LuxurySedan,7,consume
6641,6642,59275.0,405491.0,Govt,52,4,14,Maine,SUV,3,consume
6642,6643,121267.0,525562.0,Tech,49,5,19,New York,SUV,3,consume
6643,6644,122016.0,463358.0,Tech,52,4,10,Massachusetts,SUV,3,consume
6644,6645,80879.0,356071.0,Education,45,1,45,Maine,Sedan,2,entertain
6645,6646,54176.0,433580.0,Govt,39,1,39,New Hampshire,SUV,4,entertain
6646,6647,134049.0,550137.0,Tech,51,4,9,Maine,,5,entertain
6647,6648,111219.0,467449.0,Tech,45,3,18,Massachusetts,SUV,4,consume
6648,6649,50728.0,427362.0,Govt,46,2,14,Maine,SUV,4,consume
6649,6650,108933.0,467284.0,Education,46,4,13,Maine,SUV,6,entertain
6650,6651,56976.0,328511.0,Services,42,4,16,Vermont,Sedan,6,entertain
6651,6652,101349.0,515255.0,Services,40,5,18,New Hampshire,LuxurySedan,2,entertain
6652,6653,75560.0,373987.0,Tech,36,5,12,Quebec,Sedan,1,entertain
6653,6654,60415.0,388611.0,Services,50,6,13,US_Other,SUV,5,consume
6654,6655,131905.0,589723.0,Tech,47,4,8,New York,SUV,3,consume
6655,6656,82331.0,447028.0,Services,47,2,16,Maine,SUV,6,consume
6656,6657,99765.0,416511.0,Finance,50,3,7,New Hampshire,SUV,4,consume
6657,6658,87772.0,542487.0,Govt,39,4,15,Ontario,Compact/Hybrid,1,entertain
6658,6659,75359.0,425821.0,Education,50,3,15,Maine,Pickup,4,entertain
6659,6660,116455.0,563252.0,Services,41,5,21,Quebec,Sedan,4,entertain
6660,6661,75262.0,447383.0,Govt,42,4,13,Maine,Pickup,5,entertain
6661,6662,58758.0,446471.0,Services,47,3,12,Rhode Island,SUV,6,entertain
6662,6663,82362.0,424216.0,Manufacturing,50,5,14,Can_Other,Pickup,7,consume
6663,6664,40558.0,388524.0,Govt,51,1,51,Vermont,SUV,7,entertain
6664,6665,75006.0,506163.0,Govt,44,4,12,New Hampshire,LuxurySedan,5,consume
6665,6666,129760.0,505639.0,Finance,39,4,19,Maine,Sedan,5,consume
6666,6667,90280.0,527266.0,Govt,44,6,16,US_Other,SUV,1,consume
6667,6668,64177.0,466799.0,Govt,41,6,16,Maine,SUV,4,consume
6668,6669,47369.0,343235.0,Education,44,4,16,Maine,SUV,5,entertain
6669,6670,102830.0,531535.0,Govt,42,5,8,Maine,Sedan,4,entertain
6670,6671,60762.0,386096.0,Tech,51,4,11,Maine,SUV,5,entertain
6671,6672,72029.0,504877.0,Govt,45,4,7,New Hampshire,Sedan,4,consume
6672,6673,156849.0,675058.0,Finance,39,8,9,US_Other,LuxurySedan,2,consume
6673,6674,73152.0,465198.0,Education,45,4,19,Maine,SUV,5,entertain
6674,6675,139237.0,490073.0,Finance,51,4,13,Massachusetts,SUV,4,entertain
6675,6676,23254.0,426963.0,Education,46,2,18,Massachusetts,Pickup,6,entertain
6676,6677,105365.0,428312.0,Services,43,4,12,Vermont,Sedan,1,entertain
6677,6678,95757.0,498977.0,Finance,50,4,10,Maine,Sedan,5,entertain
6678,6679,114984.0,489737.0,Finance,50,4,9,New Hampshire,LuxurySedan,1,consume
6679,6680,80806.0,376195.0,Tech,41,3,10,Massachusetts,Sedan,5,entertain
6680,6681,84038.0,498021.0,Finance,44,6,8,US_Other,LuxurySedan,3,consume
6681,6682,134097.0,548580.0,Tech,48,6,11,Vermont,LuxurySedan,5,entertain
6682,6683,71588.0,515545.0,Govt,45,4,8,Massachusetts,SUV,5,entertain
6683,6684,92851.0,496584.0,Finance,41,8,10,New Hampshire,Sedan,4,entertain
6684,6685,86688.0,493412.0,Education,41,5,13,Ontario,SUV,2,entertain
6685,6686,113576.0,475150.0,Other,46,1,46,Vermont,Compact/Hybrid,3,consume
6686,6687,69231.0,468226.0,Services,38,4,16,Rhode Island,SUV,6,entertain
6687,6688,74450.0,386834.0,Govt,46,4,10,Maine,Sedan,3,entertain
